date,NIFTY_Return,VIX_Open,NIFTY_Open,NIFTY_prev_range,Previous_High_Low_Range,VIX_High_Low_Range,NIFTY_MA_5,VIX_MA_5,NIFTY_RSI,VIX_RSI,close_NIFTY
1500284700,-0.0002066303131710301,11.45,9919.05,-1.2000000000007276,0.0009022859591199665,0.015929203539822984,9915.289999999999,11.379999999999999,54.00874635568521,67.85714285714283,9913.65
1500347700,-0.008705470786012581,11.46,9832.7,-5.399999999999636,0.001099854698094894,0.009640666082383825,9916.609999999999,11.406,24.77432296890666,67.05882352941177,9832.7
1500351300,0.0008972474273838404,11.7,9872.35,8.200000000000728,0.0024763402938116495,0.08463661453541858,9891.789999999999,11.49,37.06444650015448,56.666666666666714,9873.35
1500353100,4.0517202084533466e-05,11.56,9872.75,1.0,0.0012256453630594907,0.012110726643598512,9882.259999999998,11.528,35.94139650872803,52.63157894736836,9872.65
1500354900,-5.064445063318601e-06,11.51,9872.7,-0.1000000000003638,0.00043053452127093787,0.012205754141237906,9872.810000000001,11.538,32.488024795717095,52.083333333333385,9853.1
1500356700,-0.0019599501656082374,11.47,9853.35,-19.600000000000364,0.0030734217598260595,0.01308900523560197,9860.7,11.536000000000001,36.804407713498584,43.87755102040812,9862.25
1500358500,0.0009387670183236274,11.37,9862.6,8.899999999999636,0.0012130871290948774,0.014977973568281932,9866.61,11.518,36.693216149409245,44.99999999999993,9856.25
1500360300,-0.0006337071360492663,11.41,9856.35,-6.350000000000364,0.0008930564858228391,0.011443661971831056,9863.52,11.472,34.731680740942664,56.17977528089884,9851.7
1500362100,-0.0006188903600217177,11.52,9850.25,-4.649999999999636,0.0009696120536485935,0.011393514460999036,9859.19,11.458,33.27244258872676,53.76344086021507,9842.95
1500363900,-0.000609121595898543,11.39,9844.25,-7.299999999999272,0.0010616789767244133,0.011403508771929737,9853.25,11.438,32.53298153034248,47.47474747474753,9845.0
1500365700,0.0002895091042995901,11.33,9847.1,0.75,0.0013157827891547725,0.007964601769911492,9851.630000000001,11.41,37.93689320388366,48.97959183673471,9867.6
1500367500,0.002279859044794774,11.32,9869.55,20.5,0.0024067999715651216,0.006216696269982263,9852.7,11.402,31.87754228216643,55.75221238938049,9836.35
1500369300,-0.00331322096752118,11.52,9836.85,-33.19999999999891,0.00407446970853037,0.02475685234305918,9848.720000000001,11.414,31.157145846411296,50.458715596330265,9829.85
1500371100,-0.0011080782974224324,11.47,9825.95,-7.0,0.0019250454524620349,0.009615384615384722,9844.35,11.408000000000001,31.80264844083723,56.451612903225815,9828.45
1500434100,0.003053139899958701,11.49,9855.95,2.5,0.00043260519940554955,0.01832460732984285,9841.45,11.452,56.43509548851378,51.09489051094888,9855.95
1500437700,-0.0004510074188185387,11.35,9862.35,-3.399999999999636,0.0020195049675762527,0.05464480874316936,9842.800000000001,11.496,46.806353497803,41.025641025641,9863.9
1500439500,0.00030925692152461437,11.34,9865.4,1.5499999999992724,0.0010449479808662184,0.008849557522123862,9848.310000000001,11.466000000000001,50.88161209068046,43.749999999999986,9875.45
1500441300,0.0010085754252235901,11.36,9875.35,10.050000000001091,0.0010541893891783036,0.008849557522123862,9857.43,11.446,56.94150810429844,43.749999999999986,9872.8
1500443100,-0.00025821869604636394,11.32,9872.8,-2.5500000000010914,0.0008867584166041714,0.008857395925598002,9866.3,11.384,56.54338549075377,50.0,9880.65
1500444900,0.0008660157199580354,11.37,9881.35,7.850000000000364,0.0009826267537862258,0.00974313551815777,9871.24,11.36,58.1778265642153,44.23076923076926,9878.6
1500446700,-8.602063483231781e-05,11.33,9880.5,-2.75,0.0007291766886264365,0.004413062665489913,9874.279999999999,11.35,61.4652014652012,44.23076923076926,9883.0
1500448500,0.00011133039825916846,11.37,9881.6,2.5,0.0008501680093922955,0.005300353356890503,9878.1,11.354,61.94167589516366,48.42105263157898,9875.3
1500450300,-0.0005818895725389073,11.37,9875.85,-6.300000000001091,0.0008862285152887079,0.005286343612334846,9878.07,11.356,59.65743440233231,54.02298850574715,9871.5
1500452100,-0.0010783881893710046,11.43,9865.2,-4.350000000000364,0.0005369073125762203,0.004401408450704288,9877.810000000001,11.370000000000001,53.797996661101955,54.02298850574715,9876.7
1500453900,0.001185987106191444,11.39,9876.9,11.5,0.0014905698641249977,0.004393673110720468,9877.02,11.376000000000001,75.05175983436826,34.93975903614455,9884.75
1500455700,0.0009415909850258863,11.21,9886.2,7.850000000000364,0.001417692806221646,0.01602849510240425,9878.25,11.362,82.96224588576943,37.499999999999915,9897.95
1500457500,0.0012896765187837556,11.19,9898.95,11.75,0.0017448564665897917,0.009812667261373722,9881.24,11.34,84.71698113207478,24.24242424242405,9902.05
1500520500,0.0021466923259536586,11.26,9920.2,3.099999999998545,0.0005101551174618795,0.009838998211091184,9886.59,11.322,83.23848939472273,29.09090909090895,9920.2
1500524100,-0.0011398022997780588,11.32,9902.7,-11.649999999999636,0.0019593881457018658,0.012466607301869883,9901.46,11.28,63.4573304157545,44.89795918367354,9894.65
1500525900,-0.0007018287941673584,11.31,9895.75,-8.050000000001091,0.001505864280191784,0.007985803016858905,9903.44,11.290000000000001,60.18121125417172,49.05660377358492,9896.8
1500527700,0.00025768638051681947,11.34,9898.3,1.0499999999992724,0.001319588045846763,0.009777777777777727,9903.210000000001,11.308,65.82167832167843,54.16666666666661,9909.0
1500529500,0.001146661547942518,11.38,9909.65,10.700000000000728,0.001080993705989991,0.005300353356890503,9904.6,11.322,58.55034722222249,53.19148936170225,9900.35
1500531300,-0.001019208549242423,11.39,9899.55,-9.299999999999272,0.0009848584329134639,0.004405286343612398,9900.630000000001,11.35,56.20833333333309,55.55555555555564,9893.5
1500533100,-0.0005808344823754474,11.39,9893.8,-6.049999999999272,0.000828868897200114,0.0052770448548813105,9898.86,11.362,46.3262307127113,53.488372093023195,9873.0
1500534900,-0.0020315753300045314,11.41,9873.7,-20.799999999999272,0.0026399128474068833,0.009700176366842983,9894.53,11.382,51.64631890492071,60.78431372549018,9879.75
1500536700,0.0008051692881088091,11.49,9881.65,6.049999999999272,0.0016879476482784918,0.01051709027169143,9891.12,11.408,53.547169811320565,53.571428571428505,9880.9
1500538500,0.00013661686054455835,11.42,9883.0,-0.75,0.001290903936497651,0.007880910683012247,9885.5,11.422,49.62264150943396,52.72727272727268,9875.7
1500540300,-0.0007689972680360313,11.45,9875.4,-7.299999999999272,0.002037268843469881,0.006151142355008656,9880.57,11.428,46.83393070489814,69.04761904761915,9876.8
1500542100,0.00012151406525306996,11.4,9876.6,1.3999999999996362,0.0010588712128889175,0.008756567425569146,9877.23,11.436,38.66044934294165,58.33333333333337,9871.2
1500543900,-0.0006733086284753664,11.36,9869.95,-5.399999999999636,0.0016360726152848321,0.012422360248447256,9876.869999999999,11.424,36.35567236092872,58.33333333333337,9870.9
1500606900,0.0030040679030796102,11.32,9899.6,0.9499999999989086,0.0005876422879547791,0.008865248226950482,9875.1,11.4,41.74017642341598,56.00000000000007,9899.6
1500610500,0.001415013291017786,11.16,9907.9,10.899999999999636,0.0023427261641527112,0.0694835680751174,9884.66,11.336,59.931943853679655,31.428571428571374,9918.0
1500612300,0.0008377153584513408,11.07,9916.2,10.100000000000364,0.0011204312146080371,0.009954751131221667,9892.9,11.262,55.709624796084896,25.373134328358205,9910.8
1500614100,-0.0006807043020511383,11.01,9909.45,-5.400000000001455,0.001019573797962908,0.009990917347865525,9900.82,11.197999999999999,51.883030571555196,27.53623188405811,9913.25
1500615900,0.00024723874685261826,11.06,9911.9,3.7999999999992724,0.000560077098901469,0.0036330608537693846,9909.289999999999,11.134,54.18787598334074,20.833333333333357,9909.4
1500617700,-0.0003531109070914473,10.99,9908.4,-2.5,0.0005046987453189191,0.008196721311475396,9911.25,11.065999999999999,47.8349673202617,32.92682926829262,9888.2
1500619500,-0.0022506156392555487,11.1,9886.1,-20.19999999999891,0.002377363453348036,0.013686131386861183,9907.929999999998,11.042,57.686676427525846,29.629629629629633,9888.75
1500621300,0.0004298965213784811,11.07,9890.35,2.649999999999636,0.0013255553925313923,0.009990917347865525,9902.079999999998,11.047999999999998,39.82502852795718,47.2222222222222,9853.0
1500623100,-0.004322395061853168,11.41,9847.6,-37.350000000000364,0.005137195121951145,0.03342366757000896,9890.52,11.128,45.98839194264246,43.22033898305084,9869.15
1500624900,0.0020512612210079606,11.28,9867.8,21.549999999999272,0.00252853487144072,0.01602849510240425,9881.7,11.172,46.57676348547664,38.345864661654126,9865.8
1500626700,0.00023814832080093495,11.06,9870.15,-2.0,0.0021661162600760285,0.018884892086331012,9872.98,11.2,57.80993992353914,35.66433566433565,9905.4
1500628500,0.0036980187737774006,11.04,9906.65,35.25,0.003642295203213804,0.010928961748633809,9876.42,11.181999999999999,62.17999472156216,39.285714285714334,9917.35
1500630300,0.0010497998818974619,11.1,9917.05,10.700000000000728,0.0020814913986915264,0.010009099181073651,9882.14,11.176,61.24252664413816,40.55944055944057,9914.15
1500866100,0.001991519655542673,11.09,9936.8,-2.899999999999636,0.0008876202195852485,0.005415162454873691,9894.369999999999,11.110000000000001,59.983896940418326,41.72661870503596,9936.8
1500869700,0.0010025542462455128,11.08,9934.6,8.149999999999636,0.002066553090252926,0.06690777576853528,9921.3,11.062000000000001,58.30679405520144,44.27480916030533,9949.3
1500871500,0.0015753024782074743,10.92,9950.25,14.699999999998909,0.0018420469872968486,0.0202578268876612,9930.08,11.04,63.16468766133191,48.92086330935254,9961.8
1500873300,0.0012210748473655553,10.98,9962.4,11.549999999999272,0.0015476998065374877,0.012844036697247594,9938.97,11.03,63.29732510288075,50.694444444444436,9964.95
1500875100,0.00021079258010114899,11.09,9964.5,2.5500000000010914,0.0006876716041822845,0.01829826166514191,9949.130000000001,11.024,63.87230729301851,56.75675675675675,9962.85
1500876900,-0.00012042751768781557,11.2,9963.3,-1.6499999999996362,0.0007833920877398407,0.00901713255184848,9954.34,11.042,70.05408482778184,53.6231884057971,9958.65
1500878700,-0.0004115102425901185,11.18,9959.2,-4.649999999999636,0.0006778027142233134,0.005385996409335612,9959.51,11.07,71.28820960698638,54.014598540145975,9966.75
1500880500,0.0007781749538116056,11.18,9966.95,7.549999999999272,0.001079669570894117,0.006278026905829621,9963.0,11.128,85.22022838499124,37.864077669902876,9960.95
1500882300,-0.0008026527673962169,11.19,9958.95,-6.0,0.0008683910671170557,0.007181328545780976,9962.83,11.164,83.79828326180187,39.79591836734694,9963.65
1500884100,0.000497040350639244,11.08,9963.9,4.699999999998909,0.0005673659158693206,0.011754068716093942,9962.57,11.164,86.89748811948357,46.428571428571495,9974.5
1500885900,0.0009434056945574198,11.05,9973.3,10.600000000000364,0.0011943953749798896,0.006340579710144954,9964.9,11.14,78.82300490414522,56.9620253164557,9970.05
1500887700,-0.00041109763067370686,11.12,9969.2,-3.25,0.001038109136864947,0.009990917347865525,9967.179999999998,11.123999999999999,73.47429120615082,63.44086021505381,9966.2
1500889500,-0.0005266219957469342,11.3,9963.95,-3.0,0.001763526651359432,0.018884892086331012,9967.07,11.146,75.32019704433435,64.21052631578951,9965.55
1500952500,0.004671841990375292,11.31,10010.5,1.5999999999985448,0.0008681296072340423,0.011535048802129617,9967.99,11.184000000000001,79.76575121163125,61.00000000000009,10010.5
1500956100,-0.0012108415348666135,11.05,9980.95,-8.449999999998909,0.001638687045853206,0.048490393412625905,9979.380000000001,11.239999999999998,57.841068917018525,60.57692307692307,9971.6
1500957900,-0.0008566318837386344,11.12,9972.4,-9.350000000000364,0.002344942556439339,0.01628959276018097,9979.69,11.24,52.86093217127736,58.58585858585861,9969.35
1500959700,-0.0002506919096706417,11.15,9969.9,-3.0499999999992724,0.0011089367253750086,0.007194244604316554,9980.32,11.214,51.72681412495107,42.85714285714284,9969.4
1500961500,3.0090572623597822e-05,10.9,9970.2,-0.5,0.0006670411459064374,0.036245353159851355,9981.09,11.12,46.38135003479481,36.03603603603599,9952.45
1500963300,-0.0017903351988927119,10.87,9952.35,-17.75,0.0017935462478711423,0.01200369344413673,9969.48,11.032,48.64293267536114,40.33613445378156,9954.8
1500965100,0.00021100544092611528,10.93,9954.45,2.4499999999989086,0.0005878244967065293,0.01657458563535909,9963.52,11.006,46.49283878075673,38.70967741935486,9957.2
1500966900,0.00011050334272599827,10.96,9955.55,2.75,0.000858998638662903,0.012832263978001884,9960.64,10.963999999999999,47.38023952095806,44.02985074626866,9953.95
1500968700,-0.0003515626961845264,11.01,9952.05,-1.5999999999985448,0.0005929856829134328,0.018331805682859695,9957.560000000001,10.934000000000001,46.58054711246197,46.45669291338584,9954.65
1500970500,0.0003768067885510096,10.94,9955.8,2.600000000000364,0.0006280334013284162,0.0193548387096775,9954.61,10.95,49.91093694335589,42.4460431654676,9974.25
1500972300,0.002008879246268469,10.85,9975.8,18.450000000000728,0.0018884128793775542,0.014760147601476028,9958.970000000001,10.946,49.982161969318845,44.44444444444451,9970.0
1500974100,-0.0005162493233624721,10.92,9970.65,-5.799999999999272,0.0010133694534327,0.01754385964912276,9962.01,10.943999999999999,48.36037279944769,33.33333333333333,9961.45
1500975900,-0.0010179877941758342,10.8,9960.5,-9.199999999998909,0.0017266562598817349,0.014869888475836444,9962.86,10.930000000000001,49.74584886479159,42.50000000000007,9964.8
1501038900,0.002324180513026519,10.91,9983.65,4.299999999999272,0.000592434907469664,0.03617810760667909,9965.03,10.952000000000002,38.94606834088044,38.636363636363676,9983.65
1501042500,0.0005211778619680363,11.31,9982.6,6.0,0.0018055067957269673,0.05084745762711851,9972.66,11.032,56.47761194029915,54.04040404040403,9982.45
1501044300,-3.0052290986404273e-05,11.18,9982.3,-0.1499999999996362,0.0007663833218959858,0.010723860589812421,9975.15,11.096,62.66375545851565,52.849740932642455,9992.55
1501046100,0.0009667110786093502,11.3,9991.95,10.25,0.0011321227301189002,0.0291173794358508,9981.369999999999,11.184000000000001,61.04310803619023,63.428571428571345,9990.15
1501047900,-0.00028522960983590195,11.37,9989.1,-1.8000000000010914,0.0006556983187093527,0.007964601769911492,9986.439999999999,11.232000000000001,75.7407407407418,62.01117318435755,9994.15
1501049700,0.0006406983612137207,11.31,9995.5,5.049999999999272,0.0006457652317997555,0.009734513274336233,9988.54,11.309999999999999,77.09790209790347,62.011173184357524,10001.3
1501051500,0.0008803961782801739,11.34,10004.3,5.799999999999272,0.0006753545611446009,0.008849557522123862,9992.119999999999,11.325999999999999,76.96365767878216,63.06818181818177,10003.2
1501053300,3.998280739292426e-05,11.33,10004.7,-1.0999999999985448,0.0007397928579999056,0.0114638447971782,9996.27,11.344,73.39295695919503,59.17159763313609,9995.8
1501055100,-0.0008945795476127394,11.35,9995.75,-8.900000000001455,0.0012108960630867205,0.0061782877316858146,9996.92,11.354,74.98686284813519,62.64367816091949,10002.2
1501056900,0.0005752444789035582,11.38,10001.5,6.450000000000728,0.0017121058902448555,0.009717314487632458,9999.33,11.364,65.46489563567422,61.58192090395478,9998.7
1501058700,-0.00033994900764877656,11.27,9998.1,-2.7999999999992724,0.0009605955692529733,0.017841213202497704,10000.24,11.356,71.57829839704108,59.28143712574846,10005.0
1501060500,0.0010902071393563695,11.27,10009.0,6.899999999999636,0.0007201584348557411,0.009786476868327352,10000.98,11.329999999999998,83.68036015756867,61.111111111111086,10021.3
1501062300,0.0014586871815367441,11.16,10023.6,12.299999999999272,0.001518633230092989,0.015178571428571423,10004.6,11.296,82.08092485549133,47.619047619047606,10020.3
1501125300,0.003950676403687403,11.17,10063.2,-3.3000000000010914,0.0004191491272717112,0.018248175182481684,10009.5,11.242,85.97919493441896,59.558823529411775,10063.2
1501128900,0.0025245497554964302,11.4,10086.6,23.19999999999891,0.002405279688307449,0.06570657065706575,10038.84,11.228,89.27634045744217,50.75757575757581,10087.2
1501130700,0.00018836872682559402,11.34,10088.5,0.6000000000003638,0.0013587091271532474,0.020572450805008982,10055.28,11.234,89.2682926829263,43.22580645161291,10097.2
1501132500,0.0008227189374039323,11.09,10096.8,8.700000000000728,0.0013287718776339567,0.03181818181818179,10070.460000000001,11.208,91.44807761408468,39.45578231292518,10105.5
1501134300,0.001257824261152063,10.97,10109.5,8.700000000000728,0.0010201858124838327,0.008144796380090484,10087.5,11.208,89.08565233104319,43.448275862068904,10102.3
1501136100,-0.0009100351154854858,11.15,10100.3,-7.200000000000728,0.0011383546321134792,0.019266055045871474,10095.32,11.196000000000002,88.64661654135222,46.05263157894733,10104.1
1501137900,0.00021781531241660268,11.28,10102.5,3.8000000000010914,0.0010003466547813958,0.022665457842248413,10099.259999999998,11.164,74.16879795396295,43.478260869565226,10078.8
1501139700,-0.0023063598119276163,11.08,10079.2,-23.700000000000728,0.0032772232980783555,0.028933092224231488,10097.58,11.136,77.59197324414649,44.025157232704395,10078.3
1501141500,-0.00013889991269167012,11.15,10077.8,-0.9000000000014552,0.0018982498335304828,0.023465703971119113,10093.8,11.15,70.5276705276701,45.0617283950617,10066.0
1501143300,-0.0010220484629580584,11.18,10067.5,-11.799999999999272,0.0021080683332337876,0.018834080717488707,10085.9,11.190000000000001,73.62842892768036,44.512195121951216,10074.5
1501145100,0.0008443009684628855,11.17,10076.0,7.0,0.0016394094151779505,0.02436823104693137,10080.34,11.184000000000001,73.02295918367327,45.83333333333336,10077.2
1501146900,9.924573243447199e-06,11.14,10076.1,1.2000000000007276,0.001748616506542445,0.00901713255184848,10074.960000000001,11.154,49.173760640961646,54.59459459459462,10018.0
1501148700,-0.005766119828108152,11.25,10018.0,-58.100000000000364,0.006885042769206135,0.03646308113035538,10062.8,11.196000000000002,50.07451564828641,55.1912568306011,10020.6
1501211700,-0.0021411459373129604,11.22,9996.55,2.600000000000364,0.0009788156330838957,0.01980198019801986,10051.26,11.218,31.734721841600475,51.42857142857145,9996.55
1501215300,-0.0005511022044087932,11.28,9974.5,-1.8999999999996362,0.00201643241941798,0.0641711229946523,10018.09,11.238,23.44753747323361,48.550724637681114,9988.0
1501217100,0.0010526843450799905,11.26,9985.0,13.5,0.0025741640239251374,0.017086330935251914,10000.25,11.264000000000001,18.819599109131786,57.7586206896552,9985.2
1501218900,0.00025037556334495115,11.26,9987.5,0.2000000000007276,0.0012969454181272636,0.020814479638008927,9993.689999999999,11.24,15.795552988738166,58.620689655172434,9987.05
