date,open,high,low,close,volume
2017-07-17 03:15:00,9908.15,9908.15,9908.15,9908.15,0
2017-07-17 03:45:00,9908.15,9915.15,9894.85,9897.7,0
2017-07-17 04:15:00,9899.05,9916.7,9898.45,9915.3,0
2017-07-17 04:45:00,9915.45,9920.3,9911.8,9917.75,0
2017-07-17 05:15:00,9917.4,9920.15,9913.85,9915.25,0
2017-07-17 05:45:00,9915.4,9916.55,9902.75,9910.15,0
2017-07-17 06:15:00,9910.05,9914.55,9903.75,9904.7,0
2017-07-17 06:45:00,9904.75,9910.75,9902.6,9907.75,0
2017-07-17 07:15:00,9907.9,9911.1,9905.9,9907.05,0
2017-07-17 07:45:00,9907.25,9914.65,9904.3,9911.2,0
2017-07-17 08:15:00,9911.3,9917.3,9908.85,9917.3,0
2017-07-17 08:45:00,9917.4,9924.05,9916.0,9921.0,0
2017-07-17 09:15:00,9921.1,9928.2,9919.25,9919.9,0
2017-07-17 09:45:00,9919.05,9921.3,9910.4,9913.65,0
2017-07-18 03:15:00,9832.7,9832.7,9832.7,9832.7,0
2017-07-18 03:45:00,9863.5,9877.65,9853.25,9871.7,0
2017-07-18 04:15:00,9872.35,9884.45,9872.35,9873.35,0
2017-07-18 04:45:00,9872.75,9875.7,9871.45,9872.65,0
2017-07-18 05:15:00,9872.7,9872.7,9842.45,9853.1,0
2017-07-18 05:45:00,9853.35,9862.85,9850.9,9862.25,0
2017-07-18 06:15:00,9862.6,9862.6,9853.8,9856.25,0
2017-07-18 06:45:00,9856.35,9858.85,9849.3,9851.7,0
2017-07-18 07:15:00,9850.25,9853.35,9842.9,9842.95,0
2017-07-18 07:45:00,9844.25,9855.0,9842.05,9845.0,0
2017-07-18 08:15:00,9847.1,9870.8,9847.1,9867.6,0
2017-07-18 08:45:00,9869.55,9869.55,9829.5,9836.35,0
2017-07-18 09:15:00,9836.85,9836.85,9817.95,9829.85,0
2017-07-18 09:45:00,9825.95,9828.45,9824.2,9828.45,0
2017-07-19 03:15:00,9855.95,9855.95,9855.95,9855.95,0
2017-07-19 03:45:00,9866.8,9873.8,9853.9,9863.4,0
2017-07-19 04:15:00,9862.35,9867.25,9856.95,9863.9,0
2017-07-19 04:45:00,9865.4,9875.8,9865.4,9875.45,0
2017-07-19 05:15:00,9875.35,9876.15,9867.4,9872.8,0
2017-07-19 05:45:00,9872.8,9881.2,9871.5,9880.65,0
2017-07-19 06:15:00,9881.35,9881.35,9874.15,9878.6,0
2017-07-19 06:45:00,9880.5,9888.8,9880.4,9883.0,0
2017-07-19 07:15:00,9881.6,9882.05,9873.3,9875.3,0
2017-07-19 07:45:00,9875.85,9876.65,9871.35,9871.5,0
2017-07-19 08:15:00,9865.2,9876.7,9862.0,9876.7,0
2017-07-19 08:45:00,9876.9,9889.2,9875.2,9884.75,0
2017-07-19 09:15:00,9886.2,9903.45,9886.2,9897.95,0
2017-07-19 09:45:00,9898.95,9904.0,9898.95,9902.05,0
2017-07-20 03:15:00,9920.2,9920.2,9920.2,9920.2,0
2017-07-20 03:45:00,9914.0,9920.45,9901.05,9902.35,0
2017-07-20 04:15:00,9902.7,9909.55,9894.65,9894.65,0
2017-07-20 04:45:00,9895.75,9902.5,9889.45,9896.8,0
2017-07-20 05:15:00,9898.3,9909.0,9898.3,9909.0,0
2017-07-20 05:45:00,9909.65,9909.65,9899.9,9900.35,0
2017-07-20 06:15:00,9899.55,9901.2,9893.0,9893.5,0
2017-07-20 06:45:00,9893.8,9893.8,9867.75,9873.0,0
2017-07-20 07:15:00,9873.7,9880.7,9864.05,9879.75,0
2017-07-20 07:45:00,9881.65,9889.55,9876.8,9880.9,0
2017-07-20 08:15:00,9883.0,9886.25,9866.15,9875.7,0
2017-07-20 08:45:00,9875.4,9879.45,9869.0,9876.8,0
2017-07-20 09:15:00,9876.6,9887.35,9871.2,9871.2,0
2017-07-20 09:45:00,9869.95,9875.75,9869.95,9870.9,0
2017-07-21 03:15:00,9899.6,9899.6,9899.6,9899.6,0
2017-07-21 03:45:00,9893.9,9904.8,9881.65,9904.8,0
2017-07-21 04:15:00,9907.9,9918.0,9906.9,9918.0,0
2017-07-21 04:45:00,9916.2,9916.2,9906.1,9910.8,0
2017-07-21 05:15:00,9909.45,9914.9,9909.35,9913.25,0
2017-07-21 05:45:00,9911.9,9911.9,9906.9,9909.4,0
2017-07-21 06:15:00,9908.4,9908.4,9884.9,9888.2,0
2017-07-21 06:45:00,9886.1,9895.75,9882.65,9888.75,0
2017-07-21 07:15:00,9890.35,9890.55,9840.0,9853.0,0
2017-07-21 07:45:00,9847.6,9872.5,9847.6,9869.15,0
2017-07-21 08:15:00,9867.8,9877.7,9856.35,9865.8,0
