date,open,high,low,close,volume
1500261300,9908.15,9908.15,9908.15,9908.15,0
1500263100,9908.15,9915.15,9894.85,9897.7,0
1500264900,9899.05,9916.7,9898.45,9915.3,0
1500266700,9915.45,9920.3,9911.8,9917.75,0
1500268500,9917.4,9920.15,9913.85,9915.25,0
1500270300,9915.4,9916.55,9902.75,9910.15,0
1500272100,9910.05,9914.55,9903.75,9904.7,0
1500273900,9904.75,9910.75,9902.6,9907.75,0
1500275700,9907.9,9911.1,9905.9,9907.05,0
1500277500,9907.25,9914.65,9904.3,9911.2,0
1500279300,9911.3,9917.3,9908.85,9917.3,0
1500281100,9917.4,9924.05,9916.0,9921.0,0
1500282900,9921.1,9928.2,9919.25,9919.9,0
1500284700,9919.05,9921.3,9910.4,9913.65,0
1500347700,9832.7,9832.7,9832.7,9832.7,0
1500349500,9863.5,9877.65,9853.25,9871.7,0
1500351300,9872.35,9884.45,9872.35,9873.35,0
1500353100,9872.75,9875.7,9871.45,9872.65,0
1500354900,9872.7,9872.7,9842.45,9853.1,0
1500356700,9853.35,9862.85,9850.9,9862.25,0
1500358500,9862.6,9862.6,9853.8,9856.25,0
1500360300,9856.35,9858.85,9849.3,9851.7,0
1500362100,9850.25,9853.35,9842.9,9842.95,0
1500363900,9844.25,9855.0,9842.05,9845.0,0
1500365700,9847.1,9870.8,9847.1,9867.6,0
1500367500,9869.55,9869.55,9829.5,9836.35,0
1500369300,9836.85,9836.85,9817.95,9829.85,0
1500371100,9825.95,9828.45,9824.2,9828.45,0
1500434100,9855.95,9855.95,9855.95,9855.95,0
1500435900,9866.8,9873.8,9853.9,9863.4,0
1500437700,9862.35,9867.25,9856.95,9863.9,0
1500439500,9865.4,9875.8,9865.4,9875.45,0
1500441300,9875.35,9876.15,9867.4,9872.8,0
1500443100,9872.8,9881.2,9871.5,9880.65,0
1500444900,9881.35,9881.35,9874.15,9878.6,0
1500446700,9880.5,9888.8,9880.4,9883.0,0
1500448500,9881.6,9882.05,9873.3,9875.3,0
1500450300,9875.85,9876.65,9871.35,9871.5,0
1500452100,9865.2,9876.7,9862.0,9876.7,0
1500453900,9876.9,9889.2,9875.2,9884.75,0
1500455700,9886.2,9903.45,9886.2,9897.95,0
1500457500,9898.95,9904.0,9898.95,9902.05,0
1500520500,9920.2,9920.2,9920.2,9920.2,0
1500522300,9914.0,9920.45,9901.05,9902.35,0
1500524100,9902.7,9909.55,9894.65,9894.65,0
1500525900,9895.75,9902.5,9889.45,9896.8,0
1500527700,9898.3,9909.0,9898.3,9909.0,0
1500529500,9909.65,9909.65,9899.9,9900.35,0
1500531300,9899.55,9901.2,9893.0,9893.5,0
1500533100,9893.8,9893.8,9867.75,9873.0,0
